nid,title,ramo
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Material hidráulico
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Material para construção
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Material para pintura
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Médico-hospitalar
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Mobiliário
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Mobiliário (móveis de aço)
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Obras e serviços na construção civil
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Refrigeração
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Segurança e proteção - EPI
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Serviço de áudio e vídeo
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Serviço de marcenaria
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Serviço de serralheria
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Tapeçaria e decoração
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Uniformes
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Veículos (peças e acessórios)
3616,MERCAFLEX COMÉRCIO DE MÓVEIS E DE BICICLETAS LTDA ME,Vidraçaria
3617,MODERN DESIGN DO BRASIL LTDA EPP,Mobiliário
3618,UNI EQUIPAMENTOS MÉDICOS EIRELI EPP,Impressão gráfica
3618,UNI EQUIPAMENTOS MÉDICOS EIRELI EPP,Informática (acessórios e equipamentos)
3618,UNI EQUIPAMENTOS MÉDICOS EIRELI EPP,Informática (suprimentos)
3618,UNI EQUIPAMENTOS MÉDICOS EIRELI EPP,Serviço gráfico (manutenção de máquinas e equipamentos)
3618,UNI EQUIPAMENTOS MÉDICOS EIRELI EPP,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3619,STILOFLEX INDÚSTRIA E COMÉRCIO DE MÓVEIS LTDA.,Mobiliário
3620,DAL MASO & DAL MASO LTDA,Mobiliário
3620,DAL MASO & DAL MASO LTDA,Mobiliário (móveis de aço)
3621,MODILAC INDÚSTRIA E COMÉRCIO DE MÓVEIS LTDA.,Mobiliário
3622,Paulo Cesar Marana Transportes Eireli - EPP,Copa e cozinha
3622,Paulo Cesar Marana Transportes Eireli - EPP,Eletrodomésticos
3622,Paulo Cesar Marana Transportes Eireli - EPP,Limpeza e higiene
3622,Paulo Cesar Marana Transportes Eireli - EPP,Livros
3622,Paulo Cesar Marana Transportes Eireli - EPP,Mobiliário
3622,Paulo Cesar Marana Transportes Eireli - EPP,Mobiliário (móveis de aço)
3622,Paulo Cesar Marana Transportes Eireli - EPP,Papéis e cartões
3622,Paulo Cesar Marana Transportes Eireli - EPP,"Plantas, mudas e insumos"
3622,Paulo Cesar Marana Transportes Eireli - EPP,Refrigeração
3622,Paulo Cesar Marana Transportes Eireli - EPP,Transportes
3623,RENATO MARANA,Copa e cozinha
3623,RENATO MARANA,Eletrodomésticos
3623,RENATO MARANA,Informática (acessórios e equipamentos)
3623,RENATO MARANA,Limpeza e higiene
3623,RENATO MARANA,Livros
3623,RENATO MARANA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3623,RENATO MARANA,Mobiliário
3623,RENATO MARANA,Mobiliário (móveis de aço)
3623,RENATO MARANA,Refrigeração
3624,LEONILDA DA SILVA MÓVEIS-ME,Mobiliário
3624,LEONILDA DA SILVA MÓVEIS-ME,Mobiliário (móveis de aço)
3625,C. G. RANDI MÓVEIS PARA ESCRITÓRIO EPP,Mobiliário
3625,C. G. RANDI MÓVEIS PARA ESCRITÓRIO EPP,Mobiliário (móveis de aço)
3626,PECINI & PECINI LTDA - EPP.,Mobiliário
3626,PECINI & PECINI LTDA - EPP.,Mobiliário (móveis de aço)
3627,MARCENARIA SULAR LTDA,Mobiliário
3628,Soloarts engenharia e comercio ltda,Copa e cozinha
3628,Soloarts engenharia e comercio ltda,Eletrodomésticos
3628,Soloarts engenharia e comercio ltda,Informática (acessórios e equipamentos)
3628,Soloarts engenharia e comercio ltda,Informática (softwares)
3628,Soloarts engenharia e comercio ltda,Informática (suprimentos)
3628,Soloarts engenharia e comercio ltda,Lacres e etiquetas
3628,Soloarts engenharia e comercio ltda,Limpeza e higiene
3628,Soloarts engenharia e comercio ltda,Madeiras
3628,Soloarts engenharia e comercio ltda,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3628,Soloarts engenharia e comercio ltda,Material elétrico
3628,Soloarts engenharia e comercio ltda,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3628,Soloarts engenharia e comercio ltda,Material hidráulico
3628,Soloarts engenharia e comercio ltda,Médico-hospitalar
3628,Soloarts engenharia e comercio ltda,Mobiliário (móveis de aço)
3628,Soloarts engenharia e comercio ltda,Produtos químicos
3633,LMC TINTAS LTDA,Material para pintura
3633,LMC TINTAS LTDA,Produtos químicos
3634,Eraldo Silva dos Santos - Me,Mobiliário
3634,Eraldo Silva dos Santos - Me,Obras e serviços na construção civil
3634,Eraldo Silva dos Santos - Me,Serviço de serralheria
3634,Eraldo Silva dos Santos - Me,Vidraçaria
3635,1Giga Computers Brasil Ltda,Informática (acessórios e equipamentos)
3635,1Giga Computers Brasil Ltda,Informática (softwares)
3635,1Giga Computers Brasil Ltda,Informática (suprimentos)
3635,1Giga Computers Brasil Ltda,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3635,1Giga Computers Brasil Ltda,Telecomunicações
3636,Comércio de Tintas Três de Maio Ltda,Ferragens e ferramentas
3636,Comércio de Tintas Três de Maio Ltda,Material elétrico
3636,Comércio de Tintas Três de Maio Ltda,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3636,Comércio de Tintas Três de Maio Ltda,Material hidráulico
3636,Comércio de Tintas Três de Maio Ltda,Material para construção
3636,Comércio de Tintas Três de Maio Ltda,Material para pintura
3637,Marcelo Evangelista Gomes33568895838,Refrigeração
3638,MOVEIS RICCÓ LTDA,Madeiras
3638,MOVEIS RICCÓ LTDA,Mobiliário
3638,MOVEIS RICCÓ LTDA,Serviço de marcenaria
3639,Afonso Comercial de Conexões ltda .ME,Audiovisual
3639,Afonso Comercial de Conexões ltda .ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3639,Afonso Comercial de Conexões ltda .ME,Ferragens e ferramentas
3639,Afonso Comercial de Conexões ltda .ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3639,Afonso Comercial de Conexões ltda .ME,Material hidráulico
3639,Afonso Comercial de Conexões ltda .ME,Obras e serviços na construção civil
3639,Afonso Comercial de Conexões ltda .ME,Segurança e proteção
3639,Afonso Comercial de Conexões ltda .ME,Segurança e proteção - EPI
3641,SOQUISA INDÚSTRIA E COMÉRCIO LTDA,Impressão gráfica
3641,SOQUISA INDÚSTRIA E COMÉRCIO LTDA,Material de escritório e desenho (papelaria)
3645,Acesso Consultoria em TI Ltda ME,Informática (acessórios e equipamentos)
3645,Acesso Consultoria em TI Ltda ME,Informática (softwares)
3645,Acesso Consultoria em TI Ltda ME,Informática (suprimentos)
3645,Acesso Consultoria em TI Ltda ME,Telecomunicações
3647,ZEBRA LOJAS DE MATERIAIS PARA CONSTRUÇÃO LTDA,Material elétrico
3647,ZEBRA LOJAS DE MATERIAIS PARA CONSTRUÇÃO LTDA,Material hidráulico
3647,ZEBRA LOJAS DE MATERIAIS PARA CONSTRUÇÃO LTDA,Material para construção
3647,ZEBRA LOJAS DE MATERIAIS PARA CONSTRUÇÃO LTDA,Material para pintura
3648,MARIA DE FATIMA SANTOS ME,"Plantas, mudas e insumos"
3649,MUTEKI COMERCIAL LTDA - EPP,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3649,MUTEKI COMERCIAL LTDA - EPP,Eletrodomésticos
3649,MUTEKI COMERCIAL LTDA - EPP,Impressão gráfica
3649,MUTEKI COMERCIAL LTDA - EPP,Lacres e etiquetas
3649,MUTEKI COMERCIAL LTDA - EPP,"Material para eventos (sacola, caneta, chaveiro e outros)"
3649,MUTEKI COMERCIAL LTDA - EPP,Mobiliário
3649,MUTEKI COMERCIAL LTDA - EPP,Mobiliário (móveis de aço)
3649,MUTEKI COMERCIAL LTDA - EPP,Segurança e proteção
3649,MUTEKI COMERCIAL LTDA - EPP,Segurança e proteção - EPI
3649,MUTEKI COMERCIAL LTDA - EPP,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3649,MUTEKI COMERCIAL LTDA - EPP,Uniformes
3650,ELETRICA ITAIPU LTDA,Material elétrico
3650,ELETRICA ITAIPU LTDA,Material para construção
3655,Distribuidora lhl ltda,Copa e cozinha
3655,Distribuidora lhl ltda,Limpeza e higiene
3655,Distribuidora lhl ltda,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3657,TECHNOLOGICA SERV E COM DE EQUIPS ELETR. EIRELI,Informática (acessórios e equipamentos)
3657,TECHNOLOGICA SERV E COM DE EQUIPS ELETR. EIRELI,Informática (softwares)
3657,TECHNOLOGICA SERV E COM DE EQUIPS ELETR. EIRELI,Informática (suprimentos)
3657,TECHNOLOGICA SERV E COM DE EQUIPS ELETR. EIRELI,Material de escritório e desenho (papelaria)
3657,TECHNOLOGICA SERV E COM DE EQUIPS ELETR. EIRELI,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3659,PRO BIANN COM DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS E BEBIDAS LTDA,Copa e cozinha
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Ferragens e ferramentas
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Limpeza e higiene
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Material elétrico
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Material hidráulico
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Material para construção
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,"Plantas, mudas e insumos"
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Produtos químicos
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Segurança e proteção
3662,MISSÊ AGRO FERRAMENTAS LTDA. - EPP,Segurança e proteção - EPI
3663,C. Marcovecchio Comércio de materiais de Higiêne - EPP,Copa e cozinha
3663,C. Marcovecchio Comércio de materiais de Higiêne - EPP,Ferragens e ferramentas
3663,C. Marcovecchio Comércio de materiais de Higiêne - EPP,Material de escritório e desenho (papelaria)
3663,C. Marcovecchio Comércio de materiais de Higiêne - EPP,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3663,C. Marcovecchio Comércio de materiais de Higiêne - EPP,Material elétrico
3663,C. Marcovecchio Comércio de materiais de Higiêne - EPP,Material hidráulico
3663,C. Marcovecchio Comércio de materiais de Higiêne - EPP,Material para construção
3668,SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA.,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3669,Medem Delivery Comercio de Produtos Descartáveis Ltda,Copa e cozinha
3669,Medem Delivery Comercio de Produtos Descartáveis Ltda,Gêneros alimentícios
3669,Medem Delivery Comercio de Produtos Descartáveis Ltda,Limpeza e higiene
3669,Medem Delivery Comercio de Produtos Descartáveis Ltda,Material de escritório e desenho (papelaria)
3669,Medem Delivery Comercio de Produtos Descartáveis Ltda,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3671,M. MENDES DA SILVA - ELETRICA - ME,Material elétrico
3671,M. MENDES DA SILVA - ELETRICA - ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3671,M. MENDES DA SILVA - ELETRICA - ME,Material hidráulico
3671,M. MENDES DA SILVA - ELETRICA - ME,Material para construção
3673,LOJAS ORCA COMERCIAL ELETRICA LTDA - ME,Ferragens e ferramentas
3673,LOJAS ORCA COMERCIAL ELETRICA LTDA - ME,Material elétrico
3673,LOJAS ORCA COMERCIAL ELETRICA LTDA - ME,Material hidráulico
3673,LOJAS ORCA COMERCIAL ELETRICA LTDA - ME,Material para pintura
3674,MM Coutinho Auditoria Ltda. ME,Serviço de diagramação
3674,MM Coutinho Auditoria Ltda. ME,Serviço de revisão de textos acadêmicos
3674,MM Coutinho Auditoria Ltda. ME,Tradução de textos
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,Copa e cozinha
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,Eletrodomésticos
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,Informática (acessórios e equipamentos)
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,Informática (suprimentos)
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,Limpeza e higiene
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,Material de escritório e desenho (papelaria)
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3675,PREMIER SHOP IMPORTAÇÃO E EXPORTAÇÃO LTDA,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3676,Salux Comércio de Produtos de Limpeza e Descartáveis - Eirelli - ME,Copa e cozinha
3676,Salux Comércio de Produtos de Limpeza e Descartáveis - Eirelli - ME,Limpeza e higiene
3676,Salux Comércio de Produtos de Limpeza e Descartáveis - Eirelli - ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3677,AFP LACRES EIRELI EPP,Lacres e etiquetas
3678,SLGI SISTEMAS E PRODUTOS VISUAIS LTDA.,Audiovisual
3678,SLGI SISTEMAS E PRODUTOS VISUAIS LTDA.,Cursos e treinamentos
3678,SLGI SISTEMAS E PRODUTOS VISUAIS LTDA.,Informática (acessórios e equipamentos)
3678,SLGI SISTEMAS E PRODUTOS VISUAIS LTDA.,"Material para eventos (sacola, caneta, chaveiro e outros)"
3678,SLGI SISTEMAS E PRODUTOS VISUAIS LTDA.,Serviço de áudio e vídeo
3678,SLGI SISTEMAS E PRODUTOS VISUAIS LTDA.,Tradução simultânea
3679,Principal Controle de Pragas Ltda Me,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3684,COMUNICAÇÃO E CIA SERVIÇOS DE REPROGRAFIA LTDA,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3684,COMUNICAÇÃO E CIA SERVIÇOS DE REPROGRAFIA LTDA,Encadernação de livros/revistas
3684,COMUNICAÇÃO E CIA SERVIÇOS DE REPROGRAFIA LTDA,Impressão gráfica
3684,COMUNICAÇÃO E CIA SERVIÇOS DE REPROGRAFIA LTDA,Jornais e revistas
3684,COMUNICAÇÃO E CIA SERVIÇOS DE REPROGRAFIA LTDA,Livros
3684,COMUNICAÇÃO E CIA SERVIÇOS DE REPROGRAFIA LTDA,Papéis e cartões
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Acessibilidade
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Ferragens e ferramentas
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Materiais e equipamentos para movimentação de carga
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Material elétrico
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Material hidráulico
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Material para construção
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Obras e serviços na construção civil
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Serviço de marcenaria
3685,"PROCEMON – PROJETOS, CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO INDUSTRIAL LTDA",Serviço de serralheria
3686,Ponto & Linha Comunicação Visual e Produção Gráfica S/S Ltda ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3686,Ponto & Linha Comunicação Visual e Produção Gráfica S/S Ltda ME,Digitalização de textos
3686,Ponto & Linha Comunicação Visual e Produção Gráfica S/S Ltda ME,Serviço de diagramação
3686,Ponto & Linha Comunicação Visual e Produção Gráfica S/S Ltda ME,"Serviço de publicidade, propaganda e comunicação"
3687,UFFICIO MACKEY INDUSTRIA DE MOVEIS LTDA,Mobiliário
3687,UFFICIO MACKEY INDUSTRIA DE MOVEIS LTDA,Obras e serviços na construção civil
3688,Unibind do Brasil Encadernações e Participações Eireli,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3688,Unibind do Brasil Encadernações e Participações Eireli,Material de escritório e desenho (papelaria)
3688,Unibind do Brasil Encadernações e Participações Eireli,Material e equipamento gráfico
3688,Unibind do Brasil Encadernações e Participações Eireli,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3689,E.Y. SECCO ARMARINHOS-ME,Carimbos
3689,E.Y. SECCO ARMARINHOS-ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3689,E.Y. SECCO ARMARINHOS-ME,Digitalização de textos
3689,E.Y. SECCO ARMARINHOS-ME,Encadernação de livros/revistas
3689,E.Y. SECCO ARMARINHOS-ME,Impressão gráfica
3689,E.Y. SECCO ARMARINHOS-ME,Informática (acessórios e equipamentos)
3689,E.Y. SECCO ARMARINHOS-ME,Informática (softwares)
3689,E.Y. SECCO ARMARINHOS-ME,Informática (suprimentos)
3689,E.Y. SECCO ARMARINHOS-ME,Jornais e revistas
3689,E.Y. SECCO ARMARINHOS-ME,Material de escritório e desenho (papelaria)
3689,E.Y. SECCO ARMARINHOS-ME,Material e equipamento gráfico
3689,E.Y. SECCO ARMARINHOS-ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3689,E.Y. SECCO ARMARINHOS-ME,Papéis e cartões
3689,E.Y. SECCO ARMARINHOS-ME,"Serviço de publicidade, propaganda e comunicação"
3689,E.Y. SECCO ARMARINHOS-ME,Serviço de revisão de textos acadêmicos
3689,E.Y. SECCO ARMARINHOS-ME,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3689,E.Y. SECCO ARMARINHOS-ME,Uniformes
3692,IBT - INTERNATIONAL BUSINESS TRANSLATIONS LTDA - EPP,Organização de eventos e buffet
3692,IBT - INTERNATIONAL BUSINESS TRANSLATIONS LTDA - EPP,Tradução de textos
3692,IBT - INTERNATIONAL BUSINESS TRANSLATIONS LTDA - EPP,Tradução simultânea
3694,Rosangela Paiva - ME,Copa e cozinha
3694,Rosangela Paiva - ME,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3694,Rosangela Paiva - ME,Limpeza e higiene
3695,Ribamar Rocha Pereira Construções em Geral – EPP,Obras e serviços na construção civil
3712,"ISOLITE SOLUÇÕES EM PROJETOS, INSTALAÇÕES E MANUTENCÃO LTDA. EPP",Obras e serviços na construção civil
3712,"ISOLITE SOLUÇÕES EM PROJETOS, INSTALAÇÕES E MANUTENCÃO LTDA. EPP",Refrigeração
3713,Phyltec engenharia e comercio Ltda,Refrigeração
3714,TRIDA & TRIDA  CONST. E IND. DE ESTRUTURAS METALICAS LTDA,Obras e serviços na construção civil
3715,Termolink Comércio e Serviços Ltd,Refrigeração
3723,KICOPIA CARTUCHOS E TONERS LTDA - ME,Impressão gráfica
3723,KICOPIA CARTUCHOS E TONERS LTDA - ME,Informática (acessórios e equipamentos)
3723,KICOPIA CARTUCHOS E TONERS LTDA - ME,Informática (softwares)
3723,KICOPIA CARTUCHOS E TONERS LTDA - ME,Informática (suprimentos)
3723,KICOPIA CARTUCHOS E TONERS LTDA - ME,Material de escritório e desenho (papelaria)
3723,KICOPIA CARTUCHOS E TONERS LTDA - ME,Serviço gráfico (manutenção de máquinas e equipamentos)
3724,GBF COMERCIO E SERVICOS DE AR CONDICIONADO EIRELI EPP,Eletrodomésticos
3724,GBF COMERCIO E SERVICOS DE AR CONDICIONADO EIRELI EPP,Refrigeração
3727,THALENS TECNOLOGIA LTDA,Informática (acessórios e equipamentos)
3727,THALENS TECNOLOGIA LTDA,Informática (softwares)
3727,THALENS TECNOLOGIA LTDA,Telecomunicações
3732,BRITANIC SYSTEMS CONTROLE DE PRAGAS URBANAS LTDA,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3733,MARCELINO MANUTENÇÕES E REFORMAS LTDA,Obras e serviços na construção civil
3733,MARCELINO MANUTENÇÕES E REFORMAS LTDA,Serviço de marcenaria
3733,MARCELINO MANUTENÇÕES E REFORMAS LTDA,Serviço de serralheria
3739,JMA COMÉRCIO DE MATERIAIS ELÉTRICOS E ILUMINAÇÃO LTDA.,Material elétrico
3739,JMA COMÉRCIO DE MATERIAIS ELÉTRICOS E ILUMINAÇÃO LTDA.,Telecomunicações
3742,ARKOOL COMÉRCIO E SERVIÇOS LTDA,Refrigeração
3747,Tree Systems Tecnologia Ltda,Informática (acessórios e equipamentos)
3747,Tree Systems Tecnologia Ltda,Informática (softwares)
3747,Tree Systems Tecnologia Ltda,Obras e serviços na construção civil
3747,Tree Systems Tecnologia Ltda,Segurança e proteção
3747,Tree Systems Tecnologia Ltda,Telecomunicações
3752,ABRANGE INDUSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS LTDA EPP,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3752,ABRANGE INDUSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS LTDA EPP,Material de escritório e desenho (papelaria)
3752,ABRANGE INDUSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS LTDA EPP,"Material para eventos (sacola, caneta, chaveiro e outros)"
3754,EKOLIMP DESCARTAVEIS LTDA,Copa e cozinha
3754,EKOLIMP DESCARTAVEIS LTDA,Gêneros alimentícios
3754,EKOLIMP DESCARTAVEIS LTDA,Limpeza e higiene
3754,EKOLIMP DESCARTAVEIS LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3755,PAPELARIA NOSSA SENHORA DA LAPA LTDA - EPP,Carimbos
3755,PAPELARIA NOSSA SENHORA DA LAPA LTDA - EPP,Lacres e etiquetas
3755,PAPELARIA NOSSA SENHORA DA LAPA LTDA - EPP,Livros
3755,PAPELARIA NOSSA SENHORA DA LAPA LTDA - EPP,Material de escritório e desenho (papelaria)
3755,PAPELARIA NOSSA SENHORA DA LAPA LTDA - EPP,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3755,PAPELARIA NOSSA SENHORA DA LAPA LTDA - EPP,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3755,PAPELARIA NOSSA SENHORA DA LAPA LTDA - EPP,Papéis e cartões
3756,CARFA CONSTRUÇÕES E COMÉRCIO LTDA - ME,Obras e serviços na construção civil
3757,Pro Biann.Com Distribuidora de Produtos Alimentícios e Bebidas Ltda,Copa e cozinha
3758,RENTALSOM TRADUÇÃO SIMULTÂNEA LTDA,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3758,RENTALSOM TRADUÇÃO SIMULTÂNEA LTDA,Tradução simultânea
3759,NETSHOP ELETRÔNICA COMÉRCIO E SERVIÇO LTDA ME,Ferragens e ferramentas
3759,NETSHOP ELETRÔNICA COMÉRCIO E SERVIÇO LTDA ME,Limpeza e higiene
3759,NETSHOP ELETRÔNICA COMÉRCIO E SERVIÇO LTDA ME,Material e equipamento de laboratório
3759,NETSHOP ELETRÔNICA COMÉRCIO E SERVIÇO LTDA ME,Material hidráulico
3759,NETSHOP ELETRÔNICA COMÉRCIO E SERVIÇO LTDA ME,Refrigeração
3759,NETSHOP ELETRÔNICA COMÉRCIO E SERVIÇO LTDA ME,Segurança e proteção - EPI
3759,NETSHOP ELETRÔNICA COMÉRCIO E SERVIÇO LTDA ME,Uniformes
3763,VIBRATO AUDIO E VIDEO LTDA EPP,Audiovisual
3763,VIBRATO AUDIO E VIDEO LTDA EPP,Eletrodomésticos
3763,VIBRATO AUDIO E VIDEO LTDA EPP,Informática (acessórios e equipamentos)
3763,VIBRATO AUDIO E VIDEO LTDA EPP,Serviço de áudio e vídeo
3764,Alctel Telecomunicações e Informática Ltda.,Informática (acessórios e equipamentos)
3764,Alctel Telecomunicações e Informática Ltda.,Informática (softwares)
3764,Alctel Telecomunicações e Informática Ltda.,Telecomunicações
3776,Maglioni Tratamento e Manutenção de Jardins Ltda ME,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3776,Maglioni Tratamento e Manutenção de Jardins Ltda ME,"Plantas, mudas e insumos"
3768,APOIO TINTAS E MATÉRIAS P/ CONSTRUÇÃO LTDA,Ferragens e ferramentas
3768,APOIO TINTAS E MATÉRIAS P/ CONSTRUÇÃO LTDA,Material elétrico
3768,APOIO TINTAS E MATÉRIAS P/ CONSTRUÇÃO LTDA,Material hidráulico
3768,APOIO TINTAS E MATÉRIAS P/ CONSTRUÇÃO LTDA,Material para construção
3768,APOIO TINTAS E MATÉRIAS P/ CONSTRUÇÃO LTDA,Material para pintura
3770,Alexandre Barizon ME,Audiovisual
3770,Alexandre Barizon ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3770,Alexandre Barizon ME,Digitalização de textos
3770,Alexandre Barizon ME,Informática (softwares)
3770,Alexandre Barizon ME,Jornais e revistas
3770,Alexandre Barizon ME,Serviço de diagramação
3771,JD COMERCIO DE TECNOLOGIA E INFORMATICA LTDA ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3771,JD COMERCIO DE TECNOLOGIA E INFORMATICA LTDA ME,Encadernação de livros/revistas
3771,JD COMERCIO DE TECNOLOGIA E INFORMATICA LTDA ME,Impressão gráfica
3771,JD COMERCIO DE TECNOLOGIA E INFORMATICA LTDA ME,Informática (acessórios e equipamentos)
3771,JD COMERCIO DE TECNOLOGIA E INFORMATICA LTDA ME,Informática (softwares)
3771,JD COMERCIO DE TECNOLOGIA E INFORMATICA LTDA ME,Informática (suprimentos)
3771,JD COMERCIO DE TECNOLOGIA E INFORMATICA LTDA ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3772,"FHS DA COSTA COMUNICAÇÃO, MARKETING E PESQUISA - ME",Serviço de diagramação
3772,"FHS DA COSTA COMUNICAÇÃO, MARKETING E PESQUISA - ME","Serviço de publicidade, propaganda e comunicação"
3772,"FHS DA COSTA COMUNICAÇÃO, MARKETING E PESQUISA - ME",Serviço de revisão de textos acadêmicos
3775,forroplac forros divisorias e eps ltad epp,Madeiras
3775,forroplac forros divisorias e eps ltad epp,Material para construção
